% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,% Silica Concentrate
"53,43","17,09","2085,94","425,614","394,632","9,41545","1,61235","249,829","249,979","249,836","2,34"
"49,56","24,2","3014,94","525,012","378,5605","9,51423","1,70753","300,816","297,092","302,563","3,12"
"64,03","6,26","4064,13","412,18","400,003","10,0264","1,61938","299,863","301,023","299,604","1,19"
"57,46","10,8","1131,308732","472,737","397,421","10,459","1,58629","248,071","297,226","299,048","3,3"
"54,1","15,33","3398,31","402,2","397,578","9,81995","1,5205072727","301,906","301,029","298,829","1,91"
"56,76","13,34","3229,82","568,714","396,843","9,92578","1,71411","250,427","251,673","248,45","1,31"
"53,63","15,74","4995,61","671,288","413,810969697","10,6453","1,75813","303,081","302,16","299,285","1,69"
"54,83","15,93","2558,59","564,602","381,43775","8,7555937359","1,7364","299,487","302,379","298,99","4,62"
"48,81","25,31","2445,39","491,614","379,6886655052","9,23159","1,72033","299,927","291,818","299,475","2,58"
"64,03","6,26",4942,"542,82","388,92","10,2611","1,66698","253,128","246,951","250,893","1,95"
"57,46","10,8","4379,79","363,543","402,418","10,7109","1,5218999288","250,284","296,416","299,299","1,86"
"57,46","10,8","3734,95","454,52","396,964","10,2754","1,65072","250,526","300,824","301,773","2,07"
"55,17","14,35","1628,34","436,531","403,553","9,46094","1,59515","252,88","251,062","248,392","5,0895744681"
"52,61","20,24","727,41307109","244,166703125","400,807","9,1034","1,5206345393","250,269","254,399","248,13","3,82"
"53,83","20,95","3766,28","415,32","397,809","10,2418","1,72527","300,6","300,514","298,224","2,24"
"60,4","8,69","2286,6913846154","590,697","399,164","9,50182","1,71462","301,34","306,889","297,771","4,24"
"58,19","10,84","3545,12","554,993","394,688","9,23052","1,76","250,071","247,126","249,521","4,26"
"64,48","3,85","3527,51","522,329","394,771","9,84982","1,64172","300,105","302,991","299,392","2,28"
"57,46","10,8","3451,32","513,788","395,466","9,97566","1,63261","251,162","304,483","300,777","1,12"
"53,94","17,42","4477,88","518,343","417,4579016393","9,97247","1,6317","250,241","248,016","249,184","4,6308310249"
"53,24","19,97","4450,41","573,772","377,07","9,45727","1,73772","299,043","300,707","298,164","4,62"
"55,6","13,79","1467,14","447,423","400,472","9,71069","1,72958","248,201","248,859","250,01","3,6"
"54,83","15,93","2454,91","564,326","380,933","8,7556392835","1,7056","300,214","303,56","302,306","4,6108603145"
"60,23","8,51","2102,48","575,688","399,545","9,81954","1,77642","249,918","248,897","249,17","1,54"
"64,03","6,26","882,644","378,9203846154","395,4362105263","9,72039","1,6388653659","300,193","296,249","300,217","2,72"
"49,36","25,87","4062,75","593,321","400,922","9,54384","1,73325","300,309","304,766","300,586","1,85"
"48,81","25,31","5183,28","457,764","414,4819607843","10,4098","1,68007","302,783","295,972","299,487","1,92"
"58,19","10,84","3514,16","554,871","403,975","9,29416","1,75577","249,917","251,279","247,83","4,26"
"59,74","8,76","1842,43","552,534","406,186","9,64185","1,75066","299,788","301,66","299,389","1,17"
"57,46","10,8","3497,59","567,865","398,536","10,1069","1,69687","297,859","250,915","299,675","2,92"
"55,91","14,44","2418,41","477,41","400,582","9,12018","1,64376","249,638","252,545","249,123","5,12"
"46,4","28,92","4519,48","638,302","412,3743269231","10,5119","1,73556","300,264","298,956","297,97","3,71"
"59,78","9,29","2038,13","582,066","399,445","9,83715","1,79011","299,831","299,399","297,558","3,8889373513"
"64,03","6,26","3367,72","496,184","396,159","9,77484","1,70531","249,428","244,901","251,216","1,47"
"59,72","9,22","2334,6","561,955","398,887","9,55769","1,75687","176,3467838497","184,8215795036","184,5203569322","3,11"
"56,75","13,54","2812,5","506,245","399,983","9,52341","1,69425","299,487","298,838","300,006","2,85"
"64,03","6,26","3120,59","601,495","398,134","10,2286","1,7443","300,367","249,502","298,059","4,92"
"48,81","25,31","4980,9","582,99","403,3282763419","10,5778","1,72323","300,342","303,549","302,924","1,9"
"50,7","23,17","3531,88","579,66","400,389","9,40614","1,70413","301,269","303,152","299,927","1,93"
"48,81","25,31","3454,84","523,851","377,77","10,0104","1,70953","300,447","296,671","298,123","1,7"
"56,08","15,23","2010,76","599,057","403,185","9,43547","1,66437","299,75","302,707","299,771","1,32"
"64,03","6,26","549,0018421053","408,5679787234","409,3662708333","9,67799","1,6362","299,918","299,44","300,819","1,13"
"57,46","10,8","5389,12","300,73","402,514","10,4897","1,5213626298","249,026","307,108","301,597","1,34"
"57,46","10,8","5062,16","627,49","410,484","10,1592","1,73092","300,902","300,317","298,492","5,4635120148"
"54,83","15,93",4714,"616,872","390,6701940299","8,76582","1,72563","301,32","294,367","299,944","4,4765772433"
"53,54","18,74","1991,46","532,19","394,318","9,40223","1,72422","176,5206726573","188,3909182156","192,1959480198","4,14"
"54,1","15,33","2489,36","539,625","394,253","9,4402","1,65564","300,357","294,335","299,012","1,91"
"56,57","13,47","496,7860692695","287,0300410908","380,4534194971","9,13932","1,5268725124","251,318","244,569","249,659","1,68"
"64,03","6,26","647,5485","383,499","398,06","9,3354","1,61246","250,414","244,484","248,22","1,25"
"52,67","17,88","1177,8759546062","259,8592305389","405,7067645051","9,2456","1,5199427137","299,38","296,969","299,763","2,4"
"65,78","1,31","3024,78","382,271","380,457","9,53933","1,70837","300,352","297,414","298,759","1,37"
"47,79","27,08","2698,54","529,337","402,592","9,93693","1,71654","302,729","297,339","298,389","1,34"
"60,23","8,51","2391,53","515,93","410,567","9,51914","1,68416","249,642","253,297","248,967","1,56"
"56,47","13,93","1903,97","561,854","404,503","10,0257","1,75982","299,927","299,131","298,526","2,41"
"56,7","13,98","3765,93","606,978","398,508","9,9598","1,73119","302,311","295,384","300,301","1,78"
"53,04","19,19","1654,57","411,704","399,264","9,71558","1,74438","250,239","254,677","248,071","2,59"
"64,03","6,26","3903,29","526,53","405,241","10,0349","1,64352","299,962","300,464","298,401",2
"55,99","15,13","3460,18","473,371","380,009559633","9,60101","1,72685","299,016","296,883","301,527","3,93"
"57,46","10,8","449,45","355,669","399,383","9,94979","1,66684","250,259","247,867","248,541","1,58"
"64,03","6,26","1462,2426530612","520,202","398,888","9,67542","1,7172","250,655","252,37","251,482","3,4936502429"
"49,56","24,2","3354,62","372,259","377,591","9,02936","1,520287377","299,601","304,047","297,835","3,07"
"53,63","15,74","2410,82","593,148","400,944","10,027","1,73412","298,161","297,681","301,27","1,51"
"55,17","14,35","2459,22","549,927","399,7","9,56297","1,74295","250,291","253,008","248,357","3,5919178082"
"64,03","6,26","3148,41","556,458","403,479","10,1348","1,67615","299,815","247,278","299,103","2,81"
"58,87","9,27","3253,91","573,858","393,856","10,1067","1,7272","250,536","248,534","248,291","4,32"
"55,64","15,32","5405,24","560,005","411,3714285714","8,7547876914","1,63764","299,017","300,849","300,473","3,88"
"64,03","6,26","1694,91","490,249","401,704","9,75172","1,72463","249,74","248,949","250,049","1,15"
"49,08","26,83","5187,06","731,8200580913","396,3971238532","10,0734","1,73172","300,224","295,738","298,573","2,04"
"55,17","14,35","1803,17","600,219","400,165","9,6519","1,72901","300,197","307,828","288,999","4,4"
"64,03","6,26","3620,71","470,984","398,253","10,0487","1,67974","299,515","295,543","300,754","2,47"
"46,76","27,94","1302,679","468,951","402,278","9,61916","1,57302","300,159","298,792","298,226","1,87"
"64,03","6,26","3954,9","453,703","401,544","9,35836","1,61915","249,401","254,267","249,771","2,39819528"
"49,08","26,83","4501,92","603,567","399,272","9,3844576923","1,73561","300,159","300,61","301,141","3,12"
"56,65","14,83","3119,9","524,239","397,525","9,46571","1,71971","249,669","252,882","251,487","2,8"
"48,81","25,31","3905,76","385,647","380,171","10,2795","1,67968","299,397","301,546","300,366","1,27"
"49,06","23,19","3585,4","572,969","406,0726280992","9,94629","1,67504","298,184","296,628","299,252","1,82"
"54,38","17,41","1842,18","556,78","391,964","9,67499","1,76009","250,802","252,354","248,547","5,4"
"48,81","25,31","2987,61","448,766","377,3","9,79839","1,69","299,898","299,231","301,688","1,29"
"57,46","10,8","605,50716","544,156","397,195","9,62463","1,71713","249,92","304,278","301,312","2,83"
"64,03","6,26","3597,96","554,117","406,103","10,1332","1,66423","300,008","294,145","301,783","1,79"
"48,81","25,31","3325,29","478,287","386,2935978261","9,80002","1,70436","301,431","298,402","300,808","1,07"
"52,67","17,88","506,9450246996","391,71","412,365171875","9,57245","1,5199977764","300,317","304,901","298,701","1,98"
"49,36","25,87","1195,1112258065","597,445","403,368","9,09138","1,71786","301,829","301,626","301,347","1,83"
"64,03","6,26","4558,93","409,951","404,242","10,2671","1,67485","299,707","299,395","299,734","1,47"
"56,96","12,49","3755,25","606,319","407,867","9,41024","1,72895","301,289","300,894","301,025","1,49"
"50,7","23,17","3786,5","702,194","401,4196992665","9,75859","1,68904","300,517","301,28","298,759","1,22"
"45,38","30,9","1912,46","600,969137931","411,9696666667","9,80085","1,6048508197","300,583","306,488","302,124","1,07"
"57,38","10,58","2918,71","565,891","404,54","9,61133","1,73628","300,215","297,703","298,516","1,07"
"50,7","22,76","164,016","618,87","403,114","10,1383","1,74134","302,337","297,555","300,166","2,57"
"64,03","6,26","3145,18","398,149","399,386","9,47849","1,69115","299,683","296,411","299,703","1,3"
"57,46","10,8","3864,67","604,683","401,206","10,1631","1,73248","300,38","298,982","301,455","1,84"
"57,46","10,8","4960,48","611,146","413,5200835381","10,1676","1,72171","300,4","252,314","299,048","2,08"
"53,63","15,74","1277,3913333333","575,924","407,527","9,71353","1,7205","298,589","303,895","301,081","1,43"
"55,17","14,35","340,8037","329,376","403,526","9,56326","1,5223905282","250,242","253,51","251,71","2,7568493151"
"52,5","21,1","2474,61","524,957","394,646","10,2364","1,71781","299,49","303,819","298,391","3,23"
"52,04","16,86","3148,97","459,091","399,823","9,95794","1,68567","297,639","299,145","296,23","0,96"
"56,65","14,83","2701,58","474,129","399,848","9,60636","1,70181","249,853","250,419","250,286","2,35"
"53,94","17,42","4306,26","486,242","415,9914444444","9,86566","1,6189","249,858","253,977","251,338","4,72"
"55,97","12,31","3439,6","516,316","400,238","9,81807","1,65105","299,927","297,942","298,468","1,34"
"53,25","21,17","424,0489009901","349,099","397,733","10,4129","1,5210354493","300,368","297,903","302,416","2,92"
"64,03","6,26","3376,39","537,298","405,937","10,3158","1,65524","299,58","300,245","296,84","1,8"
"50,92","21,67","2496,21","539,395","396,147","9,5357","1,72778","250,245","247,919","248,553","1,48"
"49,08","26,83","3159,35","739,2589444444","411,2066651376","9,62944","1,71255","300,779","305,479","302,557","2,17"
"52,28","19,47","2017,18","530,012","401,383","9,51471","1,66664","299,487","302,984","299,148","1,24"
"57,46","10,8","452,367","601,358","413,5741867322","10,1136","1,71379","300,251","246,982","298,805","2,08"
"64,03","6,26","4463,35","508,696","411,46","10,0561","1,63445","300,306","300,094","298,271","2,44"
"55,1","14,2","3795,51","563,243","417,133","9,09428","1,67944","300,139","300,095","297,843","2,24"
"57,76","11,15","1605,01","399,325","399,538","9,49797","1,62506","219,616","218,905","221,484","2,11"
"55,37","16,51","3066,84","477,536","376,747006993","9,53013","1,71746","300,259","298,807","297,939","1,62"
"52,61","20,24","464,2569509804","470,224","393,014","9,77354","1,64358","250,269","250,374","252,898","2,85"
"64,03","6,26","3418,84","532,098","395,672","10,2032","1,72335","249,891","250,554","248,991","2,35"
"59,72","9,22","2817,7","575,195","399,706","9,67309","1,7771","200,171","200,793","200,193","3,11"
"55,1","14,2","1992,328","424,033","378,223","8,9844","1,6774","299,337","295,425","297,949","1,71"
"49,06","23,19","3156,25","539,641","397,246","9,86779","1,71296","297,815","300,628","299,884","2,51"
"57,34","13,06","2098,66","562,217","400,001","9,39766","1,76214","249,428","252,192","250,654","2,03"
"54,52","20,56","1958,78","253,2293089296","417,4099726027","9,92578","1,5199238231","300,009","298,711","297,592","1,09"
"49,36","25,87","4265,1","543,534","400,112","9,55196","1,69188","299,969","308,047","301,799","2,67"
"57,46","10,8","3409,35","474,854","379,2063516484","10,137","1,71369","299,048","294,214","302,124","2,08"
"48,81","25,31","3682,51","498,074","381,012","9,84307","1,70138","301,761","248,033","298,293","2,44"
"55,87","12,85","1806,02","438,176","400,057","9,31606","1,5943","220,605","221,04","220,722","1,54"
"64,03","6,26","3960,73","497,447","401,897","9,40506","1,67155","249,553","249,424","252,33","2,6178621009"
"64,03","6,26","3572,96","501,604","413,6011958763","9,34789","1,62328","250,374","251,401","252,246","4,12"
"64,03","6,26","512,3175","611,08","399,946","10,0503","1,73577","300,219","300,575","298,828","2,44"
"56,73","12,73","2509,54","538,443","402,06","9,76068","1,5338743902","199,851","199,711","201,249","3,11"
"51,3","24,52","3147,84","471,854","402,89","9,68675","1,64491","250,488","251,372","247,295","2,32"
"55,87","12,85","1869,9","385,212","399,543","9,08952","1,53061","219,819","214,129","221,484","1,54"
"57,54","11,23","1966,8","560,269","403,083","9,77646","1,79148","249,378","253,964","249,338","1,29"
"51,7","22,97","1828,13","581,665","395,215","9,91512","1,77842","299,936","299,927","301,685","2,93"
"56,45","13,57","2327,55","513,306","391,699","10,0756","1,7575","249,39","254,443","249,39","1,64"
"64,03","6,26","3681,64","581,982","404,59","9,93684","1,69386","300,703","251,864","297,916","2,06"
"57,54","11,23","2027,85","421,2130666667","406,7938461538","9,84499","1,641264","247,374","249,665","250,164","1,29"
"53,95","17,72","3844,74","567,692","377,35","10,0815","1,72439","300,864","305,366","301,275","1,89"
"47,41","27,74","3403,94","431,566","403,825","9,39973","1,68134","299,47","297,442","299,336","2,87"
"49,36","25,87","4076,34","535,777","402,177","9,49217","1,6714","300,508","302,991","300,586","2,67"
"52,61","20,24","3782,51","446,167","404,59","9,70703","1,62358","249,39","252,686","248,511","1,85"
"57,46","10,8","1249,11","479,262","398,988","9,92091","1,70766","297,386","295,532","300,366","1,16"
"64,03","6,26","3714,25","544,442","402,856","9,99943","1,76639","249,811","248,071","251,507","2,59"
"54,63","12,9","2927,79","561,357","417,7094137931","9,73019","1,64208","300,806","300,36","298,596","2,52"
"48,46","24,9","2389,93","419,821","378,7035524476","8,98414","1,64116","299,921","300,068","299,027","2,38"
"64,03","6,26","3031,51","367,435","401,531","9,79267","1,63036","300,555","304,232","299,268","1,13"
"50,15","22,12","1761,5519607843","594,151","401,786","9,67337","1,71863","299,155","299,826","298,175","1,72"
"64,03","6,26","1381,3060983607","541,227","399,143","9,63506","1,66043","300,255","247,431","297,51","2,05"
"52,61","20,24","2131,64","465,823","400,513","9,51563","1,63097","250,224","248,263","249,503","1,85"
"63,64","3,77","2392,03","392,847","383,2924310345","8,7538342202","1,63625","299,927","301,932","298,102","1,24"
"59,55","8,45","3585,28","449,622","383,102","9,30038","1,69977","299,841","299,798","301,044","1,56"
"64,03","6,26","3594,25","482,694","402,325","9,63922","1,59526","298,203","252,344","299,361","4,2588901221"
"52,17","19,6","1279,6002654867","256,6362188552","400,62","8,89132","1,5199258338","300,245","297,449","297,949","2,4"
"60,18","8,79","2656,58","503,987","381,504","9,77281","1,71776","299,268","299,633","298,654","3,23"
"45,38","30,9","729,3527079566","384,669422629","405,1372739726","9,97183","1,5202865034","231,9345195531","197,5339019608","225,8768513514","1,09"
"55,66","14,66","2322,44","547,406","401,675","9,47275","1,74905","249,39","247,928","250,706","4,0647134935"
"57,18","12,01","2229,8","528,998","392,936","9,36425","1,72159","248,982","254,75","248,326","3,57"
"47,24","26,08","3123,26","621,897","416,9387857143","8,89148","1,71436","299,578","300,76","298,214","4,43"
"52,61","20,24","4153,35","502,93","393,75","9,81714","1,71592","249,609","247,412","249,829","1,04"
