age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
32,admin.,single,university.degree,no,no,no,cellular,may,fri,800,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
23,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,58,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
57,admin.,married,university.degree,no,no,no,cellular,nov,wed,182,1,3,2,success,-3.4,92.649,-30.1,0.716,5017.5,yes
52,unemployed,divorced,high.school,no,no,no,cellular,aug,tue,96,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
34,admin.,single,university.degree,no,yes,no,cellular,aug,mon,118,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40,admin.,single,high.school,no,no,yes,telephone,may,thu,110,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
56,retired,married,basic.4y,no,yes,no,telephone,jul,tue,58,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
34,technician,married,basic.9y,no,yes,no,cellular,may,mon,35,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
30,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,219,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
31,blue-collar,single,basic.9y,no,unknown,unknown,cellular,may,tue,88,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
32,self-employed,single,professional.course,no,unknown,unknown,cellular,aug,tue,151,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
50,blue-collar,divorced,professional.course,no,yes,no,cellular,nov,tue,137,2,9,3,success,-1.1,94.767,-50.8,1.049,4963.6,no
48,admin.,married,university.degree,no,yes,no,cellular,nov,mon,159,1,6,3,success,-1.1,94.767,-50.8,1.05,4963.6,yes
37,self-employed,married,university.degree,no,no,no,cellular,jun,mon,181,2,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,no
36,blue-collar,married,basic.9y,no,no,no,telephone,jul,thu,414,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
30,management,divorced,basic.4y,no,yes,no,cellular,jul,tue,68,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
43,technician,single,university.degree,no,yes,no,telephone,jul,fri,54,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
44,blue-collar,divorced,basic.9y,no,no,no,telephone,jul,wed,161,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37,blue-collar,married,high.school,no,no,no,cellular,apr,mon,943,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
25,admin.,single,university.degree,no,yes,no,cellular,jul,wed,105,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
34,services,divorced,high.school,no,no,yes,cellular,jul,tue,101,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
39,admin.,married,high.school,no,no,no,cellular,jul,fri,184,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,admin.,divorced,university.degree,no,yes,no,telephone,jun,wed,399,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
58,admin.,divorced,university.degree,no,yes,no,telephone,aug,thu,688,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
31,blue-collar,married,basic.6y,no,yes,yes,telephone,jun,tue,105,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
30,admin.,single,high.school,no,no,no,cellular,jul,wed,251,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
35,admin.,single,university.degree,unknown,no,no,cellular,jul,thu,863,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
36,technician,married,university.degree,no,yes,no,cellular,aug,tue,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
58,retired,married,basic.9y,no,no,no,telephone,jun,fri,33,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
38,admin.,married,basic.9y,unknown,no,no,telephone,jun,mon,63,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
29,admin.,married,university.degree,no,yes,no,cellular,jun,tue,201,1,999,0,nonexistent,-1.7,94.055,-39.8,0.702,4991.6,yes
33,admin.,married,basic.9y,no,no,no,telephone,may,mon,511,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
53,self-employed,married,university.degree,no,yes,no,telephone,may,wed,232,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
51,technician,married,professional.course,no,yes,no,cellular,aug,thu,291,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
51,management,married,university.degree,no,no,no,cellular,jul,wed,175,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
53,admin.,married,basic.9y,unknown,no,no,telephone,may,mon,142,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,services,married,high.school,no,yes,no,cellular,jul,mon,354,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
36,admin.,single,university.degree,no,yes,no,cellular,may,mon,85,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
24,technician,single,professional.course,unknown,yes,yes,telephone,may,fri,447,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
31,blue-collar,single,high.school,no,yes,yes,cellular,jul,wed,870,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
34,admin.,single,high.school,no,yes,no,telephone,may,wed,359,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,services,married,high.school,unknown,yes,no,telephone,jul,tue,102,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
56,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,114,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
41,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,107,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
50,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,1285,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
41,entrepreneur,married,professional.course,no,yes,no,cellular,jul,thu,156,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
40,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,mon,144,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
31,services,married,basic.9y,no,yes,no,cellular,jul,mon,334,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
46,admin.,married,high.school,unknown,yes,no,telephone,jun,mon,96,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
47,services,divorced,basic.4y,no,no,no,cellular,jul,tue,149,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,admin.,divorced,high.school,no,yes,no,cellular,may,tue,816,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
37,management,divorced,unknown,no,yes,no,cellular,may,tue,147,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
50,admin.,divorced,university.degree,unknown,no,yes,cellular,jul,mon,85,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,services,married,high.school,no,yes,no,telephone,may,tue,392,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
46,technician,married,professional.course,no,no,no,cellular,apr,tue,279,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
26,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,738,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
41,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,112,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
37,management,married,university.degree,no,no,yes,cellular,may,thu,123,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
49,blue-collar,divorced,unknown,unknown,yes,no,cellular,jul,wed,206,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
44,technician,married,professional.course,unknown,yes,no,telephone,may,fri,388,7,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
27,services,single,basic.9y,no,yes,yes,cellular,jul,tue,88,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
49,admin.,married,university.degree,unknown,yes,no,telephone,jul,mon,18,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
35,technician,married,professional.course,no,yes,no,telephone,jun,thu,160,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
29,blue-collar,married,high.school,no,no,no,cellular,nov,wed,854,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
34,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,may,thu,6,6,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
31,management,single,university.degree,no,yes,no,cellular,apr,thu,211,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
46,admin.,married,university.degree,unknown,no,no,cellular,nov,mon,725,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
57,admin.,married,university.degree,no,no,yes,cellular,jul,mon,231,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,management,married,university.degree,no,no,no,cellular,apr,mon,81,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
47,admin.,single,university.degree,no,no,yes,telephone,jul,fri,183,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
54,admin.,divorced,university.degree,no,yes,yes,cellular,nov,tue,355,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
46,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,246,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
31,technician,single,university.degree,no,yes,no,cellular,aug,tue,367,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34,management,divorced,professional.course,no,yes,no,cellular,apr,fri,140,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
59,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,92,1,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,no
31,admin.,single,high.school,no,unknown,unknown,cellular,jun,thu,105,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
40,technician,married,professional.course,no,yes,no,cellular,may,mon,94,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
40,management,single,high.school,no,no,no,cellular,jul,wed,94,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
56,management,married,university.degree,no,yes,no,cellular,jul,thu,22,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
37,admin.,divorced,high.school,no,no,yes,cellular,jul,mon,131,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,management,married,university.degree,no,yes,yes,cellular,oct,wed,157,2,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,no
51,blue-collar,divorced,unknown,unknown,no,no,telephone,jun,wed,15,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
28,unemployed,single,high.school,no,no,yes,cellular,may,tue,58,1,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
33,admin.,divorced,university.degree,no,no,yes,cellular,jul,thu,106,3,999,0,nonexistent,-2.9,92.469,-33.6,0.927,5076.2,no
49,entrepreneur,married,university.degree,no,no,yes,cellular,apr,mon,281,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
40,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,142,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,admin.,single,university.degree,no,yes,yes,telephone,jun,wed,238,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
55,technician,married,basic.6y,unknown,yes,no,telephone,may,wed,85,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
29,admin.,single,university.degree,no,yes,no,cellular,jul,wed,77,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
34,admin.,single,high.school,no,no,no,cellular,nov,wed,740,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
48,technician,married,professional.course,no,yes,no,cellular,aug,fri,336,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
51,unemployed,married,basic.9y,no,no,no,cellular,aug,fri,81,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
58,retired,married,university.degree,no,unknown,unknown,cellular,nov,thu,279,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
51,management,married,university.degree,no,yes,no,cellular,aug,thu,175,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
39,technician,divorced,university.degree,no,no,no,telephone,may,tue,73,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
47,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,tue,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
53,blue-collar,married,high.school,unknown,yes,no,cellular,apr,mon,354,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
36,technician,married,professional.course,no,no,no,telephone,may,fri,194,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
46,admin.,single,university.degree,no,no,yes,cellular,may,mon,195,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
39,admin.,single,unknown,no,no,no,telephone,may,thu,211,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
55,blue-collar,married,basic.9y,no,no,no,cellular,jun,mon,271,2,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,no
33,services,married,high.school,no,no,no,telephone,jun,fri,59,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
31,admin.,married,university.degree,no,yes,no,telephone,nov,mon,44,1,999,0,nonexistent,-0.1,93.2,-42.0,4.733,5195.8,no
37,blue-collar,divorced,basic.9y,no,yes,yes,telephone,jun,mon,332,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
44,blue-collar,single,basic.6y,no,no,no,telephone,jun,fri,247,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
53,technician,divorced,professional.course,no,yes,no,cellular,may,fri,188,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
39,management,married,university.degree,no,yes,no,telephone,may,wed,51,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38,admin.,married,high.school,no,yes,no,telephone,jun,fri,447,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
38,unknown,divorced,high.school,unknown,yes,no,telephone,may,mon,73,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,services,married,basic.9y,no,yes,no,cellular,may,wed,53,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
48,unknown,married,basic.6y,no,no,no,cellular,jul,wed,884,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
42,management,married,university.degree,unknown,yes,no,cellular,aug,thu,109,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
38,entrepreneur,married,professional.course,no,yes,yes,cellular,apr,mon,278,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no
54,management,divorced,basic.6y,unknown,yes,no,telephone,may,wed,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
41,services,single,high.school,no,yes,yes,telephone,may,wed,345,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
29,services,married,high.school,unknown,no,no,telephone,may,wed,100,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38,entrepreneur,married,basic.6y,no,no,no,telephone,may,thu,229,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
46,admin.,married,university.degree,no,yes,no,telephone,may,mon,243,4,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
59,retired,married,basic.4y,no,yes,no,cellular,apr,thu,381,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,yes
40,technician,married,professional.course,unknown,yes,no,telephone,may,tue,284,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37,services,married,high.school,no,no,no,cellular,may,tue,124,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
34,management,married,university.degree,unknown,no,yes,telephone,jun,wed,46,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
53,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,tue,648,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
38,technician,married,professional.course,no,no,no,cellular,jul,thu,561,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,no
48,admin.,single,university.degree,no,yes,no,cellular,aug,wed,118,1,0,2,success,-1.7,94.027,-38.3,0.9,4991.6,yes
38,entrepreneur,married,professional.course,no,yes,no,cellular,jul,mon,356,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
88,retired,divorced,basic.4y,no,yes,yes,cellular,mar,wed,796,5,999,0,nonexistent,-1.8,92.843,-50.0,1.663,5099.1,yes
29,technician,single,high.school,no,yes,no,cellular,aug,thu,144,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
41,unemployed,single,high.school,no,no,no,cellular,jul,wed,197,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
23,technician,single,high.school,no,no,no,cellular,may,thu,198,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
35,admin.,single,university.degree,no,no,no,cellular,jul,mon,107,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
57,entrepreneur,single,university.degree,no,no,yes,cellular,apr,mon,7,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
44,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,263,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
40,admin.,single,high.school,no,no,no,telephone,jun,fri,97,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
31,admin.,married,university.degree,no,no,no,cellular,aug,thu,366,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
35,technician,divorced,professional.course,no,yes,no,cellular,apr,wed,229,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
47,management,married,basic.4y,no,no,yes,telephone,jun,mon,74,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
48,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,172,3,3,6,success,-1.7,94.027,-38.3,0.904,4991.6,yes
46,admin.,divorced,university.degree,no,yes,no,telephone,jun,thu,138,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
54,admin.,married,university.degree,no,no,no,cellular,jun,wed,77,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
30,admin.,married,basic.9y,no,yes,yes,cellular,nov,thu,539,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
69,retired,married,high.school,no,no,no,cellular,sep,fri,240,1,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,no
43,management,married,university.degree,no,yes,no,cellular,apr,mon,818,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
45,self-employed,divorced,university.degree,no,yes,no,telephone,may,thu,229,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
42,admin.,married,university.degree,no,no,no,cellular,jul,fri,591,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
49,technician,married,university.degree,no,yes,yes,telephone,jun,thu,460,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
32,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,214,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
27,technician,single,high.school,no,yes,no,cellular,jul,fri,784,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
22,unemployed,single,high.school,no,no,no,telephone,jul,wed,82,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,technician,single,university.degree,no,yes,yes,cellular,aug,tue,231,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,401,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
35,admin.,single,university.degree,no,yes,no,cellular,jul,mon,156,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
46,management,married,university.degree,unknown,yes,no,cellular,apr,fri,268,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
54,unemployed,married,university.degree,no,yes,yes,cellular,jul,thu,141,2,999,0,nonexistent,-2.9,92.469,-33.6,0.899,5076.2,no
75,retired,married,basic.4y,no,yes,no,cellular,oct,wed,1020,3,999,3,failure,-1.1,94.601,-49.5,0.959,4963.6,no
59,admin.,divorced,professional.course,no,no,no,telephone,aug,tue,198,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
41,admin.,married,high.school,no,no,no,cellular,aug,mon,88,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,no
30,admin.,single,university.degree,no,yes,no,cellular,may,mon,232,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
42,admin.,married,high.school,no,yes,no,cellular,nov,mon,131,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
37,technician,single,high.school,no,yes,yes,cellular,aug,wed,763,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
46,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,129,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37,technician,single,professional.course,no,yes,no,telephone,may,fri,391,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,406,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
40,technician,single,university.degree,no,no,no,telephone,may,wed,146,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
59,services,married,university.degree,no,yes,no,cellular,oct,mon,383,2,999,2,failure,-1.1,94.601,-49.5,0.977,4963.6,yes
37,admin.,single,university.degree,no,no,no,cellular,apr,tue,283,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
56,retired,married,university.degree,no,no,no,cellular,aug,tue,331,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
44,admin.,married,university.degree,unknown,no,no,telephone,may,wed,202,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
28,technician,married,university.degree,no,yes,no,cellular,may,thu,201,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
40,entrepreneur,divorced,university.degree,no,no,no,telephone,jun,mon,146,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
37,admin.,single,university.degree,no,yes,no,cellular,nov,mon,64,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
45,admin.,married,university.degree,no,yes,no,cellular,aug,mon,226,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
52,self-employed,married,basic.4y,unknown,no,yes,telephone,jun,thu,71,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
